ActivityDay,Calories
1/16/2021,2054
1/17/2021,3273
1/18/2021,3747
1/19/2021,3572
1/20/2021,4306
1/21/2021,3798
1/22/2021,4166
1/23/2021,3226
1/24/2021,2594
1/25/2021,3060
1/26/2021,3747
1/27/2021,3082
1/28/2021,3691
1/29/2021,3728
1/30/2021,4823
