ActivityDay,Calories
3/23/2021,2275
3/24/2021,2691
3/25/2021,2615
3/26/2021,2668
3/27/2021,2318
3/28/2021,2545
3/29/2021,2302
3/30/2021,2751
3/31/2021,2778
4/1/2021,2450
4/2/2021,2761
4/3/2021,2695
4/4/2021,2568
4/5/2021,2623
4/6/2021,527
