SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
3/23/2021 12:00:00 AM,1,415,458
3/24/2021 12:00:00 AM,1,421,510
3/25/2021 12:00:00 AM,1,539,560
3/26/2021 12:00:00 AM,1,525,553
3/27/2021 12:00:00 AM,1,422,452
3/28/2021 12:00:00 AM,1,428,451
3/29/2021 12:00:00 AM,1,599,625
3/30/2021 12:00:00 AM,1,528,548
3/31/2021 12:00:00 AM,1,460,496
4/1/2021 12:00:00 AM,1,383,400
4/2/2021 12:00:00 AM,1,542,565
4/3/2021 12:00:00 AM,1,336,358
4/4/2021 12:00:00 AM,1,496,541
4/5/2021 12:00:00 AM,1,396,429
4/6/2021 12:00:00 AM,1,381,443
