ActivityDay,Calories
4/4/2021,2684
4/5/2021,2718
4/6/2021,2945
4/7/2021,4133
4/8/2021,3415
4/9/2021,3034
4/10/2021,3526
4/11/2021,3629
4/12/2021,3006
4/13/2021,3042
4/14/2021,3634
4/15/2021,3452
4/16/2021,2749
4/17/2021,2240
