ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Floors,CaloriesBMR,MarginalCalories,RestingHeartRate
4/4/2021,8077,5.69999980926514,5.69999980926514,0,0.119999997317791,1.86000001430511,3.71000003814697,0,6,50,229,647,2684,,1683,691,78
4/5/2021,8537,6.01999998092651,6.01999998092651,0,0,0,6.01000022888184,0,0,0,327,630,2718,,1683,666,77
4/6/2021,8301,5.76000022888184,5.76000022888184,0,0.340000003576279,0.25,5.15000009536743,0,6,11,322,597,2945,,1683,792,77
4/7/2021,17055,11.960000038147,11.960000038147,0,1.42999994754791,3.55999994277954,6.94999980926514,0,32,144,392,435,4133,,1683,1807,78
4/8/2021,15466,10.9200000762939,10.9200000762939,0,0.879999995231628,1.08000004291534,8.93000030517578,0,11,23,438,566,3415,,1683,1186,79
4/9/2021,11397,8.05000019073486,8.05000019073486,0,0,0,8.02999973297119,0,0,0,360,698,3034,,1683,887,80
4/10/2021,16738,11.7299995422363,11.7299995422363,0,0.200000002980232,0.860000014305115,10.6499996185303,0,3,22,478,497,3526,,1683,1275,81
4/11/2021,17967,12.6499996185303,12.6499996185303,0,1.53999996185303,0.77999997138977,10.3000001907349,0,21,20,492,494,3629,,1683,1381,80
4/12/2021,13802,9.85999965667725,9.85999965667725,0,3.34999990463257,1.27999997138977,5.21000003814697,0,44,35,282,674,3006,,1683,957,81
4/13/2021,11791,8.31999969482422,8.31999969482422,0,0.219999998807907,0.28999999165535,7.80000019073486,0,3,12,372,595,3042,,1683,938,81
4/14/2021,15808,11.1599998474121,11.1599998474121,0,1.05999994277954,1.1599999666214,8.92000007629395,0,15,37,445,518,3634,,1683,1391,81
4/15/2021,16721,11.8000001907349,11.8000001907349,0,0,0,11.7799997329712,0,0,0,506,461,3452,,1683,1220,82
4/16/2021,8822,6.23000001907349,6.23000001907349,0,0,0,6.21000003814697,0,0,0,365,593,2749,,1683,676,82
4/17/2021,5262,3.71000003814697,3.71000003814697,0,0.300000011920929,0.25,3.15000009536743,0,4,5,173,858,2240,,1683,372,80
