ActivityDay,Calories
11/20/2020,2710
11/21/2020,2836
11/22/2020,2439
11/23/2020,3224
11/24/2020,2189
11/25/2020,1837
11/26/2020,3423
11/27/2020,2731
11/28/2020,2670
11/29/2020,2675
11/30/2020,2672
12/1/2020,3014
12/2/2020,2889
12/3/2020,3160
12/4/2020,2529
