ActivityDay,Calories
3/31/2021,2669
4/1/2021,2588
4/2/2021,2440
4/3/2021,2643
4/4/2021,2911
4/5/2021,2362
4/6/2021,2954
4/7/2021,2858
4/8/2021,2412
4/9/2021,2845
4/10/2021,3269
4/11/2021,2969
4/12/2021,2250
4/13/2021,3135
4/14/2021,2328
